"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.176909097E0,-1.311682796E1,-3.171034336E0,-1.770456195E0,1.361033246E1
4.196438836E0,-1.141229057E1,-3.351136684E0,-1.541746497E0,1.199364313E1
4.215954930E0,-3.688098907E0,-1.681215763E0,5.257385969E-2,4.053556957E0
4.235498211E0,-1.875139952E0,-1.244646072E0,-3.996169567E-2,2.250975482E0
4.255027899E0,-4.562715530E0,-1.823827267E0,-2.814220786E-1,4.921779891E0
4.274543993E0,-3.503085852E0,-1.328814030E0,-2.705073655E-1,3.756398733E0
4.294087274E0,-7.250280380E-1,-4.915122986E-1,-7.196813822E-2,8.788796325E-1
4.313617013E0,4.503288269E-1,-1.127243042E-3,-2.435840964E-1,5.119868505E-1
4.333146701E0,9.699709415E-1,4.522991180E-1,-5.495938659E-1,1.203109113E0
4.352676388E0,1.952797532E0,7.707252502E-1,-6.506415009E-1,2.197901266E0
4.372206076E0,2.645930290E0,8.862028122E-1,-2.375978827E-1,2.800491971E0
4.391735763E0,2.954953909E0,1.018657684E0,5.590525866E-1,3.175209580E0
4.411265451E0,3.852493525E0,1.162789345E0,1.289796233E0,4.225796936E0
4.430795138E0,5.014410019E0,1.339285851E0,1.644339800E0,5.444432735E0
4.450324826E0,5.594883919E0,8.911209106E-1,1.616448760E0,5.891496341E0
4.469854513E0,6.219212532E0,4.481840134E-1,1.635293126E0,6.446212612E0
4.489384253E0,6.539175510E0,-6.841955185E-1,1.256015897E0,6.693766936E0
4.508900295E0,8.032762527E0,-1.279212952E0,1.283900857E0,8.234686455E0
4.528443628E0,9.410837173E0,-1.309955597E0,7.118795514E-1,9.528200904E0
4.547973316E0,9.337453842E0,-6.186161041E-1,-1.526266217E0,9.481572586E0
4.567489409E0,2.669121504E0,7.271165848E0,-2.096061945E0,8.024184573E0
4.587032691E0,-1.143810463E1,3.326866150E0,1.632037878E0,1.202338653E1
4.606562378E0,-5.776455879E0,-3.407579422E0,-6.079380512E-1,6.734139048E0
4.626078472E0,8.267984390E0,-1.081251144E0,1.630489230E0,8.496303022E0
4.645621753E0,6.826561451E0,1.237001419E-1,1.312805295E0,6.952747709E0
4.665151493E0,-1.074499846E0,7.023458481E-1,-1.291113377E0,1.820662890E0
4.684667586E0,-3.070410728E0,6.369714737E-1,-1.098753691E0,3.322711900E0
4.704210868E0,9.451506138E-1,1.291637421E-1,5.077052712E-1,1.080628335E0
4.723740555E0,1.708270788E0,-2.805795670E-1,9.566498995E-1,1.977901163E0
4.743270243E0,-4.625207186E-2,-2.432594299E-1,5.190282464E-1,5.750693219E-1
4.762799982E0,-1.586292386E-1,1.086902618E-1,-2.889681756E-1,3.471014476E-1
4.782329670E0,7.134593725E-1,3.727865219E-1,-5.950334668E-1,1.001028918E0
4.801859357E0,2.500630617E-1,6.712341309E-2,-3.283728361E-1,4.181695911E-1
4.821389045E0,-4.431149364E-1,-6.169033051E-2,2.578477859E-1,5.163739192E-1
4.840918732E0,-5.843575597E-1,-2.838525772E-1,5.251805186E-1,8.353805242E-1
4.860448420E0,-2.580795288E-1,-2.583274841E-1,5.046504140E-1,6.229046256E-1
4.879978159E0,-4.843703508E-1,-9.101295471E-2,9.376394749E-2,5.016868272E-1
4.899507847E0,-8.020064235E-1,2.362251282E-1,-2.008704543E-1,8.598636833E-1
4.919037534E0,-9.484341741E-1,4.417848587E-1,1.578927040E-2,1.046398846E0
4.938567222E0,-1.169575214E0,5.282611847E-1,4.745727777E-2,1.284218928E0
4.958096961E0,-1.020218372E0,4.732704163E-1,-8.533787727E-2,1.127879855E0
4.977626649E0,-7.148262262E-1,8.955087662E-1,-4.776687622E-1,1.241402405E0
4.997156336E0,-1.270506740E0,1.291606903E0,-8.568102121E-1,2.004135601E0
5.016686024E0,-1.929674864E0,1.586104393E0,-5.682986379E-1,2.561705597E0
5.036202118E0,-1.036596298E0,3.628988266E0,-5.674930215E-1,3.816560762E0
5.055745451E0,-2.496646643E0,5.471793175E0,-1.268836737E0,6.146845668E0
5.075275138E0,-3.959049225E0,4.513100624E0,-1.512436748E0,6.191091416E0
5.094804826E0,-3.238964796E0,3.926796913E0,-1.153127909E0,5.219227042E0
5.114334566E0,-2.560843468E0,3.253595352E0,-5.508408546E-1,4.176987866E0
5.133864253E0,-1.717701912E0,5.357818604E-1,1.127546906E0,2.123422729E0
5.153380347E0,1.709398270E0,-8.268823624E-1,2.687242031E0,3.290447784E0
5.172923628E0,-2.027801752E0,5.107202530E-1,1.109303236E0,2.367143593E0
5.192453316E0,-1.212899208E1,-2.428977966E0,-1.137849689E0,1.242204028E1
5.211983055E0,-9.774272919E0,-3.026929855E0,-1.574919820E0,1.035273335E1
5.231512743E0,-2.211858034E0,-1.539939880E0,-4.582643509E-2,2.695520518E0
5.251042430E0,-2.298174858E0,-1.819200993E0,-1.013106108E-2,2.931075326E0
5.270558524E0,-5.675463676E0,-2.305789471E0,-4.180946052E-1,6.140224436E0
5.290101857E0,-4.490191460E0,-1.607299328E0,-6.187627912E-1,4.809168105E0
5.309631545E0,-5.237255096E-1,-8.173179626E-1,-3.077266812E-1,1.018328420E0
5.329147638E0,1.307069778E0,-5.895681381E-1,4.410660267E-2,1.434561741E0
5.348690920E0,1.782144547E0,-4.277086258E-1,3.119245172E-2,1.833015773E0
5.368220607E0,3.107068539E0,-4.589366913E-2,1.963562518E-1,3.113605131E0
5.387750347E0,3.969155312E0,3.695554733E-1,4.071282744E-1,4.007058593E0
5.407280034E0,3.273468018E0,3.197193146E-1,9.058165550E-1,3.411497755E0
5.426809722E0,3.093004227E0,8.376274109E-1,1.510707021E0,3.542672794E0
5.446339409E0,4.448915005E0,1.604942322E0,1.682605743E0,5.019944886E0
5.465869149E0,6.090851784E0,9.185762405E-1,2.085847855E0,6.503308315E0
5.485398836E0,7.814527988E0,-3.590393066E-1,2.160278559E0,8.115575171E0
5.504928524E0,7.712707996E0,-5.174436569E-1,1.222792268E0,7.826163396E0
5.524458211E0,6.062391758E0,-1.411822319E0,1.824651808E-1,6.227289108E0
5.543987899E0,7.239858150E0,-2.297233582E0,-3.776347637E-1,7.604961287E0
5.563503993E0,6.980085850E0,5.370807648E-1,-1.747103930E0,7.215429742E0
5.583047326E0,-1.121917009E0,8.903573036E0,3.805047870E-1,8.982042890E0
5.602577013E0,-9.590455055E0,3.020114899E0,-2.671449900E0,1.040358432E1
5.622093107E0,-3.907579660E0,-3.924352646E0,-1.416305184E0,5.716261267E0
5.641636388E0,6.708399296E0,-6.065397263E-1,1.910152197E0,7.001370792E0
5.661166128E0,4.152500629E0,-2.897968292E-1,1.737803102E0,4.510787437E0
