"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.376521049E0,-5.298092842E0,-2.510567665E0,-9.596474767E-1,5.940846829E0
3.396057404E0,-4.240204334E0,-2.123920441E0,-1.073762178E0,4.862441367E0
3.415580164E0,-2.485386848E0,-1.693804741E0,-1.350741625E0,3.297063121E0
3.435130112E0,-1.023680925E0,-1.029465675E0,-1.442168117E0,2.046355563E0
3.454666414E0,3.675355911E-1,-9.041223526E-1,-1.409992933E0,1.714817690E0
3.474189174E0,1.659557104E0,-2.717132568E-1,-1.789194822E0,2.455438044E0
3.493739122E0,1.993600368E0,3.647890091E-1,-2.206987381E0,2.996382277E0
3.513275424E0,2.081857204E0,1.393526077E0,-1.288723588E0,2.817242062E0
3.532798185E0,2.854269743E0,2.195660591E0,-3.797334433E-1,3.621046628E0
3.552348133E0,3.206787348E0,3.380558014E0,-4.404895008E-1,4.680351331E0
3.571884487E0,2.924766064E0,5.274525642E0,-6.447293758E-1,6.065521680E0
3.591407195E0,3.317041159E0,6.294002533E0,3.301095963E-1,7.122232956E0
3.610957143E0,6.574067116E0,5.421710968E0,1.607514918E-1,8.522860395E0
3.630493497E0,1.025697231E1,4.481478691E0,5.201569796E-1,1.120534228E1
3.650016206E0,1.227730465E1,2.658151627E0,1.543218851E0,1.265620417E1
3.669566154E0,1.035598946E1,1.149317741E0,1.488580465E0,1.052536558E1
3.689102508E0,8.932884216E0,4.707660675E-1,1.606046081E0,9.088312557E0
3.708638810E0,9.491387367E0,1.260251999E0,2.295628309E0,9.846043804E0
3.728175164E0,8.111640930E0,2.192484856E0,2.753984213E0,8.842518729E0
3.747711518E0,2.317250729E0,3.893759727E0,-3.086719990E0,5.482595740E0
3.767234227E0,-8.927021980E0,4.636922836E0,-2.796345711E0,1.044089671E1
3.786784174E0,-1.422479391E0,4.324152946E0,4.176178932E0,6.177557511E0
3.806320529E0,1.370280361E1,1.160397530E0,2.743061781E0,1.402275783E1
3.825843237E0,6.322109222E0,1.777591705E-1,1.057690859E0,6.412438951E0
3.845393185E0,-6.371726990E0,-5.712509155E-3,4.342763424E-1,6.386511834E0
3.864929539E0,-4.311959743E0,-1.441706657E0,-2.238886833E0,5.067951180E0
3.884452247E0,4.026889324E0,-1.222038269E-2,6.980528831E-1,4.086962784E0
3.904002195E0,3.430869341E0,1.472824097E0,8.856426477E-1,3.837243562E0
3.923538549E0,-1.694743872E0,4.701328278E-1,-6.697129607E-1,1.881939722E0
3.943074852E0,-2.377512217E0,-2.137880325E-1,-3.119660616E-1,2.407403682E0
3.962611206E0,1.032831550E0,2.466640472E-1,3.831295371E-1,1.128881041E0
3.982147508E0,3.165299892E-1,3.142652512E-1,3.173932433E-1,5.474416435E-1
4.001683862E0,-6.526322961E-1,4.887437820E-1,-3.191031516E-1,8.755719386E-1
4.021220216E0,-8.964782357E-1,1.245498657E-2,-1.942797005E-1,9.173728554E-1
4.040756518E0,-3.415625691E-1,-3.080368042E-1,2.975430489E-1,5.477988018E-1
4.060292872E0,-6.654009223E-2,-5.658149719E-2,4.852992296E-2,9.992098439E-2
4.079829174E0,-6.284104288E-2,1.367635727E-1,7.155144215E-2,1.666519738E-1
4.099365529E0,3.324506581E-1,3.015422821E-2,4.906014800E-1,5.933991319E-1
4.118901831E0,-1.210497618E-1,-1.976394653E-1,5.753111243E-1,6.202397060E-1
4.138438185E0,-4.158062637E-1,-3.576183319E-2,2.781375051E-1,5.015318827E-1
4.157974539E0,-1.914258599E-1,-4.158782959E-2,4.346954823E-2,2.006564453E-1
4.177510841E0,2.379281521E-1,-8.710575104E-2,6.210476160E-2,2.608720354E-1
4.197047195E0,2.142553329E-1,-1.557121277E-1,1.423193812E-1,3.006766048E-1
4.216583497E0,1.511682272E-1,-2.202825546E-1,6.905317307E-3,2.672525401E-1
4.236119852E0,-3.182530403E-1,-2.398185730E-1,-1.318948269E-1,4.197549178E-1
4.255656154E0,-5.182865858E-1,1.793270111E-1,-1.035436392E-1,5.581222511E-1
4.275192508E0,-6.247454882E-1,7.651538849E-1,-6.140345931E-1,1.163101833E0
4.294728810E0,-7.914948463E-1,5.821514130E-1,-7.882367969E-1,1.259635506E0
4.314265164E0,-1.241212130E0,7.501192093E-1,-9.932907224E-1,1.757814791E0
4.333801466E0,-2.014538050E0,9.108057022E-1,-1.051690459E0,2.448261302E0
4.353337820E0,-2.931150198E0,1.616623878E0,-2.756971717E-1,3.358738331E0
4.372874122E0,-3.037082672E0,2.184472084E0,-5.039108396E-1,3.774879545E0
4.392410477E0,-2.770324230E0,2.759488106E0,-5.942569375E-1,3.955074241E0
4.411933185E0,-4.283129692E0,6.344389915E0,6.721824408E-1,7.684289986E0
4.431483133E0,-8.640138626E0,8.200245857E0,-3.023543060E-1,1.191584851E1
4.451019435E0,-1.045460320E1,4.875977516E0,-7.056055665E-1,1.155732512E1
4.470542143E0,-4.379599094E0,3.803616524E0,1.083295107E0,5.901009674E0
4.490092091E0,3.287570477E0,5.429658890E0,3.705685377E0,7.349926490E0
4.509628393E0,-8.554410934E-1,8.320901871E0,4.173574448E0,9.348150142E0
4.529151154E0,-5.616312027E0,4.794473648E0,-7.557350397E-1,7.423009753E0
4.548701049E0,-8.554410934E0,4.434070587E-1,1.095435977E0,8.635654940E0
4.568237404E0,-9.686988831E0,-1.397986889E0,-1.365133524E0,9.882090340E0
4.587760112E0,-7.858414650E0,-1.615252495E0,-7.352675200E-1,8.056322968E0
4.607310060E0,-6.032954216E0,-1.652264595E0,-6.864463091E-1,6.292672199E0
4.626846362E0,-5.386560917E0,-2.051176071E0,-1.204962015E0,5.888488367E0
4.646382716E0,-5.556598186E0,-2.350450993E0,-8.849217892E-1,6.097826650E0
4.665919018E0,-4.582705021E0,-1.868958950E0,-9.520554543E-1,5.039901036E0
4.685455320E0,-3.043948412E0,-8.848571777E-1,-7.431359291E-1,3.255893912E0
4.704991674E0,-2.556641340E0,-4.439983368E-1,-9.584800601E-1,2.766267068E0
4.724527977E0,-2.460211039E0,-5.058374405E-1,-1.107283235E0,2.744920041E0
4.744064279E0,-1.199820757E0,4.025077820E-2,-8.360489607E-1,1.462931249E0
4.763600633E0,-1.414716244E-1,4.572248459E-1,-5.381941795E-1,7.202234064E-1
4.783136935E0,2.231905460E-1,7.616081238E-1,-5.393815041E-1,9.595797835E-1
4.802673289E0,1.236201286E0,1.616657257E0,-5.061078072E-1,2.097121699E0
4.822195997E0,2.172836065E0,2.286200523E0,-9.110718966E-2,3.155349413E0
4.841745893E0,2.679086685E0,2.867451668E0,3.723542392E-2,3.924432572E0
4.861282247E0,2.996627569E0,3.708944321E0,-1.724491119E-1,4.771350276E0
4.880818549E0,3.443434477E0,4.319104195E0,1.666736305E-1,5.526271993E0
